"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2163","List users returns non-empty result","","2026-05-06","passed","2026-05-06","List Users","User Management","",""
"","5004","Login with invalid email format returns 400","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","2165","Get user with non-existent ID returns 404","","2026-05-06","passed","2026-05-06","Get User","User Management","",""
"","2401","Get existing user returns 200 with full data","","2026-05-06","passed","2026-05-06","Get User","User Management","",""
"","159","Create mailbox with empty body returns 201","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","317","Create mailbox then retrieve it","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","2558","Create, delete, confirm HEAD returns 404","","2026-05-06","passed","2026-05-06","Delete User","User Management","",""
"","2381","Partial update email returns 200 with new email","","2026-05-06","passed","2026-05-06","Patch User","User Management","",""
"","2168","List users returns 200 with pagination fields","","2026-05-06","passed","2026-05-06","List Users","User Management","",""
"","493","List messages after sending one shows count 1","","2026-05-06","passed","2026-05-06","Mail Messages","Mail Service","",""
"","2221","Create user with valid theme setting","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","315","Send message returns 201 with full message object","","2026-05-06","passed","2026-05-06","Mail Send","Mail Service","",""
"","480","List messages returns body_preview not full body","","2026-05-06","passed","2026-05-06","Mail Messages","Mail Service","",""
"","2385","Patch user without token returns 401","","2026-05-06","passed","2026-05-06","Patch User","User Management","",""
"","2166","List users response does not include access_token","","2026-05-06","passed","2026-05-06","List Users","User Management","",""
"","2246","Create user with short username returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2232","Create user with valid employment status","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","158","Create mailbox with too-long local_part returns 400","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","2313","Create user with valid employment status","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2411","Create user then retrieve by ID","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","414","Logout with wrong token returns 401","","2026-05-06","passed","2026-05-06","Logout","Authentication","",""
"","2220","Create user without first_name returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2396","Delete user with wrong token returns 401","","2026-05-06","passed","2026-05-06","Delete User","User Management","",""
"","2231","Create user without profile returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2174","GET exists for non-existent user returns 404","","2026-05-06","passed","2026-05-06","User Exists","User Management","",""
"","5003","Login response has x-request-id header","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","319","Delete existing mailbox returns 204","","2026-05-06","passed","2026-05-06","Mailbox Delete","Mail Service","",""
"","2164","List users response has cache-control header","","2026-05-06","passed","2026-05-06","List Users","User Management","",""
"","311","Get mailbox response has all required fields","","2026-05-06","passed","2026-05-06","Mailbox Get","Mail Service","",""
"","157","Mailbox response has request-id header","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","2254","Create user with valid gender enum value","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","158","Mailbox token is a UUID format","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","579","Full login-logout-login flow","","2026-05-06","passed","2026-05-06","Logout","Authentication","",""
"","157","Create mailbox with valid domain","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","2171","List users with page and per_page params","","2026-05-06","passed","2026-05-06","List Users","User Management","",""
"","317","Send message without body returns 400","","2026-05-06","passed","2026-05-06","Mail Send","Mail Service","",""
"","2380","Delete existing user returns 204","","2026-05-06","passed","2026-05-06","Delete User","User Management","",""
"","5004","Login invalidates previous token","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","5002","Login with short password returns 400","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","2234","Create user with valid theme setting","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2163","HEAD exists for non-existent user returns 404 with X-User-Exists false","","2026-05-06","passed","2026-05-06","User Exists","User Management","",""
"","5002","Login with non-existent email returns 401","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","2422","Get user response does not include password","","2026-05-06","passed","2026-05-06","Get User","User Management","",""
"","317","Get message with fake message ID returns 404","","2026-05-06","passed","2026-05-06","Mail Messages","Mail Service","",""
"","5003","Login with wrong password returns 401","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","312","Send message with html_body","","2026-05-06","passed","2026-05-06","Mail Send","Mail Service","",""
"","562","Token is revoked after logout","","2026-05-06","passed","2026-05-06","Logout","Authentication","",""
"","636","Get message with wrong mailbox token returns 404","","2026-05-06","passed","2026-05-06","Mail Messages","Mail Service","",""
"","446","Logout returns 200 with success message","","2026-05-06","passed","2026-05-06","Logout","Authentication","",""
"","5002","Login with missing password returns 400","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","2229","Create user with valid gender enum value","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2392","Patch user with invalid email returns 400","","2026-05-06","passed","2026-05-06","Patch User","User Management","",""
"","159","Create mailbox with valid domain","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","2165","Delete non-existent user returns 401 (no valid token)","","2026-05-06","passed","2026-05-06","Delete User","User Management","",""
"","158","Create mailbox with valid domain","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","2402","Patch response does not include access_token","","2026-05-06","passed","2026-05-06","Patch User","User Management","",""
"","2159","Exists for invalid ObjectID returns 404","","2026-05-06","passed","2026-05-06","User Exists","User Management","",""
"","2378","Update user with invalid email returns 400","","2026-05-06","passed","2026-05-06","Update User","User Management","",""
"","629","Messages are also deleted when mailbox is deleted","","2026-05-06","passed","2026-05-06","Mailbox Delete","Mail Service","",""
"","157","Create mailbox with uppercase in local_part returns 400","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","5006","Login response includes correct user info","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","5002","Login with missing email returns 400","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","157","Create mailbox with valid domain","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","2220","Create user with valid employment status","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","157","Logout non-existent user returns 401","","2026-05-06","passed","2026-05-06","Logout","Authentication","",""
"","2545","Deleted user is no longer findable via GET","","2026-05-06","passed","2026-05-06","Delete User","User Management","",""
"","2171","Create user without password returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2708","GET exists (CDN alias) for existing user returns 200","","2026-05-06","passed","2026-05-06","User Exists","User Management","",""
"","2213","Create user with invalid gender value returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","158","List messages for non-existent mailbox returns 404","","2026-05-06","passed","2026-05-06","Mail Messages","Mail Service","",""
"","155","Create mailbox with invalid chars in local_part returns 400","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","156","Get mailbox with non-existent token returns 404","","2026-05-06","passed","2026-05-06","Mailbox Get","Mail Service","",""
"","2548","Create then update then verify changes","","2026-05-06","passed","2026-05-06","Update User","User Management","",""
"","2406","HEAD exists for existing user returns 200 with X-User-Exists true","","2026-05-06","passed","2026-05-06","User Exists","User Management","",""
"","2240","Access token has correct format after create","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2163","Patch non-existent user returns 401 (wrong token)","","2026-05-06","passed","2026-05-06","Patch User","User Management","",""
"","821","Delete is rejected with revoked token after logout","","2026-05-06","passed","2026-05-06","Logout","Authentication","",""
"","159","Create mailbox with too-short local_part returns 400","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","2410","Create user with minimal required fields returns 201","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2230","Create user with valid gender enum value","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2161","Get user with malformed ID returns 404","","2026-05-06","passed","2026-05-06","Get User","User Management","",""
"","475","Delete already-deleted mailbox returns 404","","2026-05-06","passed","2026-05-06","Mailbox Delete","Mail Service","",""
"","2381","Update user with wrong token returns 401","","2026-05-06","passed","2026-05-06","Update User","User Management","",""
"","2385","Update user with missing email returns 400","","2026-05-06","passed","2026-05-06","Update User","User Management","",""
"","481","Deleted mailbox is not retrievable","","2026-05-06","passed","2026-05-06","Mailbox Delete","Mail Service","",""
"","312","Response 204 has no body","","2026-05-06","passed","2026-05-06","Mailbox Delete","Mail Service","",""
"","2289","Create user with valid employment status","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2233","Create duplicate user returns 409","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","311","Send message without from field returns 400","","2026-05-06","passed","2026-05-06","Mail Send","Mail Service","",""
"","2158","OPTIONS response has Allow header","","2026-05-06","passed","2026-05-06","Options","User Management","",""
"","318","List messages returns 200 with count","","2026-05-06","passed","2026-05-06","Mail Messages","Mail Service","",""
"","311","Get existing mailbox returns 200 with correct data","","2026-05-06","passed","2026-05-06","Mailbox Get","Mail Service","",""
"","312","Send message without subject returns 400","","2026-05-06","passed","2026-05-06","Mail Send","Mail Service","",""
"","2264","Create user with valid employment status","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2258","Create user with short password returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","632","Full mailbox lifecycle","","2026-05-06","passed","2026-05-06","Mailbox Delete","Mail Service","",""
"","2158","OPTIONS returns 204","","2026-05-06","passed","2026-05-06","Options","User Management","",""
"","2418","Update user without auth token returns 401","","2026-05-06","passed","2026-05-06","Update User","User Management","",""
"","158","Create mailbox with invalid domain returns 400","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","2217","Create user without email returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2252","Create user with invalid email returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2219","Create user with short first_name returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2542","Full update user returns 200 with updated data","","2026-05-06","passed","2026-05-06","Update User","User Management","",""
"","163","Health endpoint returns 200 with ok status","","2026-05-06","passed","2026-05-06","Availability","Health Check","",""
"","397","Logout without token returns 401","","2026-05-06","passed","2026-05-06","Logout","Authentication","",""
"","2236","Create user with duplicate email returns 409","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","158","Create mailbox with custom local_part","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","637","Messages are sorted newest first","","2026-05-06","passed","2026-05-06","Mail Messages","Mail Service","",""
"","2266","Response headers include x-request-id after create","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2159","Get user with malformed ID returns 404","","2026-05-06","passed","2026-05-06","Get User","User Management","",""
"","317","Create duplicate mailbox address returns 409","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","474","Send message then retrieve it from messages list","","2026-05-06","passed","2026-05-06","Mail Send","Mail Service","",""
"","2371","Partial update username returns 200","","2026-05-06","passed","2026-05-06","Patch User","User Management","",""
"","492","Get single message returns full body and html_body","","2026-05-06","passed","2026-05-06","Mail Messages","Mail Service","",""
"","158","Health endpoint returns correct content type","","2026-05-06","passed","2026-05-06","Availability","Health Check","",""
"","2161","Get user with malformed ID returns 404","","2026-05-06","passed","2026-05-06","Get User","User Management","",""
"","5003","Login with valid credentials returns 200 with token","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","2410","Exists response always has X-User-Exists header","","2026-05-06","passed","2026-05-06","User Exists","User Management","",""
"","2229","Create user with valid theme setting","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2396","Delete user without token returns 401","","2026-05-06","passed","2026-05-06","Delete User","User Management","",""
"","165","Health endpoint returns request-id header","","2026-05-06","passed","2026-05-06","Availability","Health Check","",""
"","161","Delete non-existent mailbox returns 404","","2026-05-06","passed","2026-05-06","Mailbox Delete","Mail Service","",""
"","2167","Update non-existent user returns 404","","2026-05-06","passed","2026-05-06","Update User","User Management","",""
"","157","Send message to non-existent mailbox returns 404","","2026-05-06","passed","2026-05-06","Mail Send","Mail Service","",""
"","2286","Created user has correct metadata defaults","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","5003","Login token has correct format","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","2224","Create user with valid gender enum value","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2530","Patch user and verify with GET","","2026-05-06","passed","2026-05-06","Patch User","User Management","",""
