"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2157","OPTIONS response has Allow header","","2026-05-06","failed","2026-05-06","Options","User Management","",""
"","2167","Patch non-existent user returns 401 (wrong token)","","2026-05-06","passed","2026-05-06","Patch User","User Management","",""
"","5001","Login with valid credentials returns 200 with token","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","5006","Login response includes correct user info","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","2259","Create user with invalid email returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","5002","Login response has x-request-id header","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","316","Create duplicate mailbox address returns 409","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","475","Delete already-deleted mailbox returns 404","","2026-05-06","passed","2026-05-06","Mailbox Delete","Mail Service","",""
"","2250","Create user with short first_name returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2403","Delete user with wrong token returns 401","","2026-05-06","passed","2026-05-06","Delete User","User Management","",""
"","2227","Create user with duplicate email returns 409","","2026-05-06","failed","2026-05-06","Create User","User Management","",""
"","223","Create mailbox with too-short local_part returns 400","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","318","Delete existing mailbox returns 204","","2026-05-06","passed","2026-05-06","Mailbox Delete","Mail Service","",""
"","2547","Create, delete, confirm HEAD returns 404","","2026-05-06","passed","2026-05-06","Delete User","User Management","",""
"","2166","Get user with non-existent ID returns 404","","2026-05-06","passed","2026-05-06","Get User","User Management","",""
"","2240","Create user with valid employment status","","2026-05-06","failed","2026-05-06","Create User","User Management","",""
"","5002","Login with missing email returns 400","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","2410","Update user with missing email returns 400","","2026-05-06","passed","2026-05-06","Update User","User Management","",""
"","2230","Create user with valid theme setting","","2026-05-06","failed","2026-05-06","Create User","User Management","",""
"","161","Create mailbox with valid domain","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","5003","Login with non-existent email returns 401","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","2235","Create user with valid gender enum value","","2026-05-06","failed","2026-05-06","Create User","User Management","",""
"","163","Create mailbox with valid domain","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","2164","Get user with malformed ID returns 404","","2026-05-06","passed","2026-05-06","Get User","User Management","",""
"","592","Full login-logout-login flow","","2026-05-06","passed","2026-05-06","Logout","Authentication","",""
"","2391","Delete existing user returns 204","","2026-05-06","passed","2026-05-06","Delete User","User Management","",""
"","5002","Login with wrong password returns 401","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","161","Create mailbox with custom local_part","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","2168","List users with page and per_page params","","2026-05-06","passed","2026-05-06","List Users","User Management","",""
"","2218","GET exists for non-existent user returns 404","","2026-05-06","passed","2026-05-06","User Exists","User Management","",""
"","164","List messages for non-existent mailbox returns 404","","2026-05-06","passed","2026-05-06","Mail Messages","Mail Service","",""
"","483","Get single message returns full body and html_body","","2026-05-06","broken","2026-05-06","Mail Messages","Mail Service","",""
"","158","Mailbox response has request-id header","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","162","Health endpoint returns 200 with ok status","","2026-05-06","passed","2026-05-06","Availability","Health Check","",""
"","158","Create mailbox with valid domain","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","384","Logout without token returns 401","","2026-05-06","passed","2026-05-06","Logout","Authentication","",""
"","2225","Create user with valid gender enum value","","2026-05-06","failed","2026-05-06","Create User","User Management","",""
"","2392","Patch response does not include access_token","","2026-05-06","passed","2026-05-06","Patch User","User Management","",""
"","2234","Create user without first_name returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","157","Create mailbox with invalid domain returns 400","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","633","Messages are sorted newest first","","2026-05-06","passed","2026-05-06","Mail Messages","Mail Service","",""
"","2380","Update user with wrong token returns 401","","2026-05-06","passed","2026-05-06","Update User","User Management","",""
"","2551","Patch user and verify with GET","","2026-05-06","passed","2026-05-06","Patch User","User Management","",""
"","483","List messages after sending one shows count 1","","2026-05-06","passed","2026-05-06","Mail Messages","Mail Service","",""
"","5002","Login invalidates previous token","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","315","Send message without subject returns 400","","2026-05-06","passed","2026-05-06","Mail Send","Mail Service","",""
"","2413","Partial update username returns 200","","2026-05-06","passed","2026-05-06","Patch User","User Management","",""
"","159","Create mailbox with too-long local_part returns 400","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","640","Get message with wrong mailbox token returns 404","","2026-05-06","passed","2026-05-06","Mail Messages","Mail Service","",""
"","159","Create mailbox with uppercase in local_part returns 400","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","2384","HEAD exists for existing user returns 200 with X-User-Exists true","","2026-05-06","passed","2026-05-06","User Exists","User Management","",""
"","2395","Full update user returns 200 with updated data","","2026-05-06","passed","2026-05-06","Update User","User Management","",""
"","2240","Create user with invalid gender value returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2230","Response headers include x-request-id after create","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","162","Create mailbox with empty body returns 201","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","315","Send message with html_body","","2026-05-06","passed","2026-05-06","Mail Send","Mail Service","",""
"","174","Logout non-existent user returns 401","","2026-05-06","passed","2026-05-06","Logout","Authentication","",""
"","158","Delete non-existent mailbox returns 404","","2026-05-06","passed","2026-05-06","Mailbox Delete","Mail Service","",""
"","597","Token is revoked after logout","","2026-05-06","passed","2026-05-06","Logout","Authentication","",""
"","314","Send message without body returns 400","","2026-05-06","passed","2026-05-06","Mail Send","Mail Service","",""
"","2379","Update user with invalid email returns 400","","2026-05-06","passed","2026-05-06","Update User","User Management","",""
"","442","Logout returns 200 with success message","","2026-05-06","passed","2026-05-06","Logout","Authentication","",""
"","2227","Create user with valid theme setting","","2026-05-06","failed","2026-05-06","Create User","User Management","",""
"","314","Create mailbox then retrieve it","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","2427","Get user response does not include password","","2026-05-06","passed","2026-05-06","Get User","User Management","",""
"","321","List messages returns 200 with count","","2026-05-06","passed","2026-05-06","Mail Messages","Mail Service","",""
"","2206","Create user without email returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2487","GET exists (CDN alias) for existing user returns 200","","2026-05-06","passed","2026-05-06","User Exists","User Management","",""
"","2164","Get user with malformed ID returns 404","","2026-05-06","passed","2026-05-06","Get User","User Management","",""
"","2226","Create user with valid employment status","","2026-05-06","failed","2026-05-06","Create User","User Management","",""
"","480","List messages returns body_preview not full body","","2026-05-06","passed","2026-05-06","Mail Messages","Mail Service","",""
"","319","Send message returns 201 with full message object","","2026-05-06","passed","2026-05-06","Mail Send","Mail Service","",""
"","2174","HEAD exists for non-existent user returns 404 with X-User-Exists false","","2026-05-06","passed","2026-05-06","User Exists","User Management","",""
"","2233","Create user without profile returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2236","Create user with valid employment status","","2026-05-06","failed","2026-05-06","Create User","User Management","",""
"","316","Response 204 has no body","","2026-05-06","passed","2026-05-06","Mailbox Delete","Mail Service","",""
"","2232","Create user with short username returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","5003","Login with missing password returns 400","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","2227","Create user with valid gender enum value","","2026-05-06","failed","2026-05-06","Create User","User Management","",""
"","477","Deleted mailbox is not retrievable","","2026-05-06","passed","2026-05-06","Mailbox Delete","Mail Service","",""
"","2168","List users returns 200 with pagination fields","","2026-05-06","passed","2026-05-06","List Users","User Management","",""
"","2168","Delete non-existent user returns 401 (no valid token)","","2026-05-06","passed","2026-05-06","Delete User","User Management","",""
"","2164","Get user with malformed ID returns 404","","2026-05-06","passed","2026-05-06","Get User","User Management","",""
"","898","Messages are also deleted when mailbox is deleted","","2026-05-06","passed","2026-05-06","Mailbox Delete","Mail Service","",""
"","2385","Patch user with invalid email returns 400","","2026-05-06","passed","2026-05-06","Patch User","User Management","",""
"","5002","Login with short password returns 400","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","316","Send message without from field returns 400","","2026-05-06","passed","2026-05-06","Mail Send","Mail Service","",""
"","156","Send message to non-existent mailbox returns 404","","2026-05-06","passed","2026-05-06","Mail Send","Mail Service","",""
"","2163","List users response has cache-control header","","2026-05-06","passed","2026-05-06","List Users","User Management","",""
"","2249","Created user has correct metadata defaults","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","5002","Login token has correct format","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","2237","Create user with valid employment status","","2026-05-06","failed","2026-05-06","Create User","User Management","",""
"","317","Get message with fake message ID returns 404","","2026-05-06","passed","2026-05-06","Mail Messages","Mail Service","",""
"","2259","Access token has correct format after create","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2162","OPTIONS returns 200 with allowed methods and endpoints","","2026-05-06","failed","2026-05-06","Options","User Management","",""
"","2454","Exists response always has X-User-Exists header","","2026-05-06","passed","2026-05-06","User Exists","User Management","",""
"","315","Get existing mailbox returns 200 with correct data","","2026-05-06","passed","2026-05-06","Mailbox Get","Mail Service","",""
"","2412","Create user then retrieve by ID","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","633","Full mailbox lifecycle","","2026-05-06","passed","2026-05-06","Mailbox Delete","Mail Service","",""
"","2387","Partial update email returns 200 with new email","","2026-05-06","passed","2026-05-06","Patch User","User Management","",""
"","2437","Get existing user returns 200 with full data","","2026-05-06","passed","2026-05-06","Get User","User Management","",""
"","2248","Create user with short password returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","156","Create mailbox with valid domain","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","571","Delete is rejected with revoked token after logout","","2026-05-06","passed","2026-05-06","Logout","Authentication","",""
"","158","Get mailbox with non-existent token returns 404","","2026-05-06","passed","2026-05-06","Mailbox Get","Mail Service","",""
"","2381","Patch user without token returns 401","","2026-05-06","passed","2026-05-06","Patch User","User Management","",""
"","161","Create mailbox with invalid chars in local_part returns 400","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","2184","List users returns non-empty result","","2026-05-06","passed","2026-05-06","List Users","User Management","",""
"","2159","Exists for invalid ObjectID returns 404","","2026-05-06","passed","2026-05-06","User Exists","User Management","",""
"","2236","Create user with valid gender enum value","","2026-05-06","failed","2026-05-06","Create User","User Management","",""
"","156","Mailbox token is a UUID format","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","2480","Create user with minimal required fields returns 201","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","479","Send message then retrieve it from messages list","","2026-05-06","passed","2026-05-06","Mail Send","Mail Service","",""
"","2235","Create user with valid theme setting","","2026-05-06","failed","2026-05-06","Create User","User Management","",""
"","2162","Create user without password returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","483","Logout with wrong token returns 401","","2026-05-06","passed","2026-05-06","Logout","Authentication","",""
"","2396","Update user without auth token returns 401","","2026-05-06","passed","2026-05-06","Update User","User Management","",""
"","2162","List users response does not include access_token","","2026-05-06","passed","2026-05-06","List Users","User Management","",""
"","2164","Update non-existent user returns 404","","2026-05-06","passed","2026-05-06","Update User","User Management","",""
"","5001","Login with invalid email format returns 400","","2026-05-06","skipped","2026-05-06","Login","Authentication","",""
"","164","Health endpoint returns correct content type","","2026-05-06","passed","2026-05-06","Availability","Health Check","",""
"","317","Get mailbox response has all required fields","","2026-05-06","passed","2026-05-06","Mailbox Get","Mail Service","",""
"","2572","Deleted user is no longer findable via GET","","2026-05-06","passed","2026-05-06","Delete User","User Management","",""
"","2550","Create then update then verify changes","","2026-05-06","passed","2026-05-06","Update User","User Management","",""
"","2250","Create user with valid employment status","","2026-05-06","failed","2026-05-06","Create User","User Management","",""
"","2227","Create duplicate user returns 409","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2403","Delete user without token returns 401","","2026-05-06","passed","2026-05-06","Delete User","User Management","",""
"","161","Health endpoint returns request-id header","","2026-05-06","passed","2026-05-06","Availability","Health Check","",""
