"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2134","Get user with malformed ID returns 404","","2026-05-12","passed","2026-05-12","Get User","User Management","",""
"","13497","Login token has correct format","","2026-05-12","passed","2026-05-12","Login","Authentication","",""
"","119","Mailbox token is a UUID format","","2026-05-12","passed","2026-05-12","Mailbox Create","Mail Service","",""
"","489","Messages are sorted newest first","","2026-05-12","passed","2026-05-12","Mail Messages","Mail Service","",""
"","312","Logout with wrong token returns 401","","2026-05-12","passed","2026-05-12","Logout","Authentication","",""
"","2128","Exists for invalid ObjectID returns 404","","2026-05-12","passed","2026-05-12","User Exists","User Management","",""
"","460","Token is revoked after logout","","2026-05-12","passed","2026-05-12","Logout","Authentication","",""
"","364","List messages returns body_preview not full body","","2026-05-12","passed","2026-05-12","Mail Messages","Mail Service","",""
"","2229","Create user with valid theme setting","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2165","HEAD exists for non-existent user returns 404 with X-User-Exists false","","2026-05-12","passed","2026-05-12","User Exists","User Management","",""
"","2422","Create user with minimal required fields returns 201","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2430","Deleted user is no longer findable via GET","","2026-05-12","passed","2026-05-12","Delete User","User Management","",""
"","242","Get existing mailbox returns 200 with correct data","","2026-05-12","passed","2026-05-12","Mailbox Get","Mail Service","",""
"","365","Get single message returns full body and html_body","","2026-05-12","passed","2026-05-12","Mail Messages","Mail Service","",""
"","364","Send message then retrieve it from messages list","","2026-05-12","passed","2026-05-12","Mail Send","Mail Service","",""
"","2186","Create user with valid employment status","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","129","Health endpoint returns correct content type","","2026-05-12","passed","2026-05-12","Availability","Health Check","",""
"","486","Get message with wrong mailbox token returns 404","","2026-05-12","passed","2026-05-12","Mail Messages","Mail Service","",""
"","2194","Create user with short password returns 400","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","243","Send message with html_body","","2026-05-12","passed","2026-05-12","Mail Send","Mail Service","",""
"","243","Response 204 has no body","","2026-05-12","passed","2026-05-12","Mailbox Delete","Mail Service","",""
"","2313","Patch response does not include access_token","","2026-05-12","passed","2026-05-12","Patch User","User Management","",""
"","2132","Get user with malformed ID returns 404","","2026-05-12","passed","2026-05-12","Get User","User Management","",""
"","2242","Create user with valid theme setting","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2304","Update user with wrong token returns 401","","2026-05-12","passed","2026-05-12","Update User","User Management","",""
"","240","Send message without body returns 400","","2026-05-12","passed","2026-05-12","Mail Send","Mail Service","",""
"","13657","Login invalidates previous token","","2026-05-12","passed","2026-05-12","Login","Authentication","",""
"","2140","List users returns 200 with pagination fields","","2026-05-12","passed","2026-05-12","List Users","User Management","",""
"","242","Get mailbox response has all required fields","","2026-05-12","passed","2026-05-12","Mailbox Get","Mail Service","",""
"","2314","Delete user with wrong token returns 401","","2026-05-12","passed","2026-05-12","Delete User","User Management","",""
"","2177","Create user without profile returns 400","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","364","Delete already-deleted mailbox returns 404","","2026-05-12","passed","2026-05-12","Mailbox Delete","Mail Service","",""
"","2450","GET exists (CDN alias) for existing user returns 200","","2026-05-12","passed","2026-05-12","User Exists","User Management","",""
"","13283","Login with non-existent email returns 401","","2026-05-12","passed","2026-05-12","Login","Authentication","",""
"","2304","Patch user without token returns 401","","2026-05-12","passed","2026-05-12","Patch User","User Management","",""
"","2304","HEAD exists for existing user returns 200 with X-User-Exists true","","2026-05-12","passed","2026-05-12","User Exists","User Management","",""
"","2328","Update user without auth token returns 401","","2026-05-12","passed","2026-05-12","Update User","User Management","",""
"","2141","List users response has cache-control header","","2026-05-12","passed","2026-05-12","List Users","User Management","",""
"","2328","Delete existing user returns 204","","2026-05-12","passed","2026-05-12","Delete User","User Management","",""
"","241","Create mailbox then retrieve it","","2026-05-12","passed","2026-05-12","Mailbox Create","Mail Service","",""
"","364","Deleted mailbox is not retrievable","","2026-05-12","passed","2026-05-12","Mailbox Delete","Mail Service","",""
"","13176","Login with missing password returns 400","","2026-05-12","passed","2026-05-12","Login","Authentication","",""
"","123","Create mailbox with empty body returns 201","","2026-05-12","passed","2026-05-12","Mailbox Create","Mail Service","",""
"","2262","Create user without first_name returns 400","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","122","Create mailbox with valid domain","","2026-05-12","passed","2026-05-12","Mailbox Create","Mail Service","",""
"","124","List messages for non-existent mailbox returns 404","","2026-05-12","passed","2026-05-12","Mail Messages","Mail Service","",""
"","121","Delete non-existent mailbox returns 404","","2026-05-12","passed","2026-05-12","Mailbox Delete","Mail Service","",""
"","2301","Patch user with invalid email returns 400","","2026-05-12","passed","2026-05-12","Patch User","User Management","",""
"","2197","Access token has correct format after create","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2201","Create user with invalid email returns 400","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2124","Delete non-existent user returns 401 (no valid token)","","2026-05-12","passed","2026-05-12","Delete User","User Management","",""
"","2384","Update user with invalid email returns 400","","2026-05-12","passed","2026-05-12","Update User","User Management","",""
"","2173","Create user with short username returns 400","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2187","Create user with valid employment status","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2207","Create user with duplicate email returns 409","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","124","Create mailbox with custom local_part","","2026-05-12","passed","2026-05-12","Mailbox Create","Mail Service","",""
"","2141","List users response does not include access_token","","2026-05-12","passed","2026-05-12","List Users","User Management","",""
"","2208","Create user with valid gender enum value","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","13232","Login with short password returns 400","","2026-05-12","passed","2026-05-12","Login","Authentication","",""
"","2174","Create user with short first_name returns 400","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2205","Create user with valid gender enum value","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","241","Send message without subject returns 400","","2026-05-12","passed","2026-05-12","Mail Send","Mail Service","",""
"","13196","Login with invalid email format returns 400","","2026-05-12","passed","2026-05-12","Login","Authentication","",""
"","2122","OPTIONS returns 204","","2026-05-12","passed","2026-05-12","Options","User Management","",""
"","2398","Exists response always has X-User-Exists header","","2026-05-12","passed","2026-05-12","User Exists","User Management","",""
"","330","Logout returns 200 with success message","","2026-05-12","passed","2026-05-12","Logout","Authentication","",""
"","125","Send message to non-existent mailbox returns 404","","2026-05-12","passed","2026-05-12","Mail Send","Mail Service","",""
"","2187","Create user with valid gender enum value","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2193","Create user with valid employment status","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2124","OPTIONS response has Allow header","","2026-05-12","passed","2026-05-12","Options","User Management","",""
"","2312","Full update user returns 200 with updated data","","2026-05-12","passed","2026-05-12","Update User","User Management","",""
"","13438","Login with valid credentials returns 200 with token","","2026-05-12","passed","2026-05-12","Login","Authentication","",""
"","124","Create mailbox with valid domain","","2026-05-12","passed","2026-05-12","Mailbox Create","Mail Service","",""
"","2123","Update non-existent user returns 404","","2026-05-12","passed","2026-05-12","Update User","User Management","",""
"","2195","Response headers include x-request-id after create","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2437","Patch user and verify with GET","","2026-05-12","passed","2026-05-12","Patch User","User Management","",""
"","121","Create mailbox with uppercase in local_part returns 400","","2026-05-12","passed","2026-05-12","Mailbox Create","Mail Service","",""
"","134","Health endpoint returns 200 with ok status","","2026-05-12","passed","2026-05-12","Availability","Health Check","",""
"","2306","Update user with missing email returns 400","","2026-05-12","passed","2026-05-12","Update User","User Management","",""
"","247","Delete existing mailbox returns 204","","2026-05-12","passed","2026-05-12","Mailbox Delete","Mail Service","",""
"","13524","Login response includes correct user info","","2026-05-12","passed","2026-05-12","Login","Authentication","",""
"","2329","GET exists for non-existent user returns 404","","2026-05-12","passed","2026-05-12","User Exists","User Management","",""
"","256","List messages returns 200 with count","","2026-05-12","passed","2026-05-12","Mail Messages","Mail Service","",""
"","2439","Create then update then verify changes","","2026-05-12","passed","2026-05-12","Update User","User Management","",""
"","2186","Create user with valid employment status","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2404","Get existing user returns 200 with full data","","2026-05-12","passed","2026-05-12","Get User","User Management","",""
"","2304","Delete user without token returns 401","","2026-05-12","passed","2026-05-12","Delete User","User Management","",""
"","2426","Create, delete, confirm HEAD returns 404","","2026-05-12","passed","2026-05-12","Delete User","User Management","",""
"","461","Full login-logout-login flow","","2026-05-12","passed","2026-05-12","Logout","Authentication","",""
"","2201","Create duplicate user returns 409","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2399","Get user response does not include password","","2026-05-12","passed","2026-05-12","Get User","User Management","",""
"","304","Logout without token returns 401","","2026-05-12","passed","2026-05-12","Logout","Authentication","",""
"","122","Mailbox response has request-id header","","2026-05-12","passed","2026-05-12","Mailbox Create","Mail Service","",""
"","2123","Patch non-existent user returns 401 (wrong token)","","2026-05-12","passed","2026-05-12","Patch User","User Management","",""
"","121","Logout non-existent user returns 401","","2026-05-12","passed","2026-05-12","Logout","Authentication","",""
"","122","Create mailbox with valid domain","","2026-05-12","passed","2026-05-12","Mailbox Create","Mail Service","",""
"","2143","List users with page and per_page params","","2026-05-12","passed","2026-05-12","List Users","User Management","",""
