"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13219","Login with non-existent email returns 401","","2026-05-07","passed","2026-05-07","Login","Authentication","",""
"","2374","Access token has correct format after create","","2026-05-07","passed","2026-05-07","Create User","User Management","",""
"","338","Create mailbox then retrieve it","","2026-05-07","passed","2026-05-07","Mailbox Create","Mail Service","",""
"","2244","Create user with valid theme setting","","2026-05-07","passed","2026-05-07","Create User","User Management","",""
"","2242","Create user with valid gender enum value","","2026-05-07","passed","2026-05-07","Create User","User Management","",""
"","2166","OPTIONS returns 204","","2026-05-07","passed","2026-05-07","Options","User Management","",""
"","13454","Login with valid credentials returns 200 with token","","2026-05-07","passed","2026-05-07","Login","Authentication","",""
"","165","Send message to non-existent mailbox returns 404","","2026-05-07","passed","2026-05-07","Mail Send","Mail Service","",""
"","136","Health endpoint returns 200 with ok status","","2026-05-07","passed","2026-05-07","Availability","Health Check","",""
"","2166","Patch non-existent user returns 401 (wrong token)","","2026-05-07","passed","2026-05-07","Patch User","User Management","",""
"","2404","HEAD exists for existing user returns 200 with X-User-Exists true","","2026-05-07","passed","2026-05-07","User Exists","User Management","",""
"","2262","Create user with valid employment status","","2026-05-07","passed","2026-05-07","Create User","User Management","",""
"","2335","Create user with invalid email returns 400","","2026-05-07","passed","2026-05-07","Create User","User Management","",""
"","13431","Login with wrong password returns 401","","2026-05-07","passed","2026-05-07","Login","Authentication","",""
"","655","Messages are also deleted when mailbox is deleted","","2026-05-07","passed","2026-05-07","Mailbox Delete","Mail Service","",""
"","2481","Deleted user is no longer findable via GET","","2026-05-07","passed","2026-05-07","Delete User","User Management","",""
"","391","Logout without token returns 401","","2026-05-07","passed","2026-05-07","Logout","Authentication","",""
"","2534","Exists response always has X-User-Exists header","","2026-05-07","passed","2026-05-07","User Exists","User Management","",""
"","2425","Patch user without token returns 401","","2026-05-07","passed","2026-05-07","Patch User","User Management","",""
"","13211","Login with short password returns 400","","2026-05-07","passed","2026-05-07","Login","Authentication","",""
"","2269","Response headers include x-request-id after create","","2026-05-07","passed","2026-05-07","Create User","User Management","",""
"","2374","Get user response does not include password","","2026-05-07","passed","2026-05-07","Get User","User Management","",""
"","2470","Create user with valid employment status","","2026-05-07","passed","2026-05-07","Create User","User Management","",""
"","164","Logout non-existent user returns 401","","2026-05-07","passed","2026-05-07","Logout","Authentication","",""
"","2405","Update user without auth token returns 401","","2026-05-07","passed","2026-05-07","Update User","User Management","",""
"","2138","List users returns non-empty result","","2026-05-07","passed","2026-05-07","List Users","User Management","",""
"","493","List messages returns body_preview not full body","","2026-05-07","passed","2026-05-07","Mail Messages","Mail Service","",""
"","2468","GET exists (CDN alias) for existing user returns 200","","2026-05-07","passed","2026-05-07","User Exists","User Management","",""
