"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","163","Health endpoint returns request-id header","","2026-05-12","passed","2026-05-12","Availability","Health Check","",""
"","2544","Deleted user is no longer findable via GET","","2026-05-12","passed","2026-05-12","Delete User","User Management","",""
"","631","Full mailbox lifecycle","","2026-05-12","passed","2026-05-12","Mailbox Delete","Mail Service","",""
"","157","Mailbox response has request-id header","","2026-05-12","passed","2026-05-12","Mailbox Create","Mail Service","",""
"","2162","Get user with non-existent ID returns 404","","2026-05-12","passed","2026-05-12","Get User","User Management","",""
"","166","Health endpoint returns 200 with ok status","","2026-05-12","passed","2026-05-12","Availability","Health Check","",""
"","2424","Exists response always has X-User-Exists header","","2026-05-12","passed","2026-05-12","User Exists","User Management","",""
"","13450","Login response has x-request-id header","","2026-05-12","passed","2026-05-12","Login","Authentication","",""
"","394","Response 204 has no body","","2026-05-12","passed","2026-05-12","Mailbox Delete","Mail Service","",""
"","2167","Patch non-existent user returns 401 (wrong token)","","2026-05-12","passed","2026-05-12","Patch User","User Management","",""
"","157","Delete non-existent mailbox returns 404","","2026-05-12","passed","2026-05-12","Mailbox Delete","Mail Service","",""
"","2170","List users response has cache-control header","","2026-05-12","passed","2026-05-12","List Users","User Management","",""
"","13220","Login with short password returns 400","","2026-05-12","passed","2026-05-12","Login","Authentication","",""
"","639","Messages are sorted newest first","","2026-05-12","passed","2026-05-12","Mail Messages","Mail Service","",""
"","2407","Update user with missing email returns 400","","2026-05-12","passed","2026-05-12","Update User","User Management","",""
"","2156","OPTIONS response has Allow header","","2026-05-12","passed","2026-05-12","Options","User Management","",""
"","2170","List users response does not include access_token","","2026-05-12","passed","2026-05-12","List Users","User Management","",""
"","2394","Create user then retrieve by ID","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2229","Create user without profile returns 400","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2225","Create user with valid gender enum value","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","313","Create duplicate mailbox address returns 409","","2026-05-12","passed","2026-05-12","Mailbox Create","Mail Service","",""
"","160","List messages for non-existent mailbox returns 404","","2026-05-12","passed","2026-05-12","Mail Messages","Mail Service","",""
"","313","Send message without from field returns 400","","2026-05-12","passed","2026-05-12","Mail Send","Mail Service","",""
"","156","Create mailbox with valid domain","","2026-05-12","passed","2026-05-12","Mailbox Create","Mail Service","",""
"","2542","Create then update then verify changes","","2026-05-12","passed","2026-05-12","Update User","User Management","",""
"","2485","Full update user returns 200 with updated data","","2026-05-12","passed","2026-05-12","Update User","User Management","",""
"","319","Send message returns 201 with full message object","","2026-05-12","passed","2026-05-12","Mail Send","Mail Service","",""
"","366","Create mailbox then retrieve it","","2026-05-12","passed","2026-05-12","Mailbox Create","Mail Service","",""
"","311","Send message without body returns 400","","2026-05-12","passed","2026-05-12","Mail Send","Mail Service","",""
"","2390","Patch user without token returns 401","","2026-05-12","passed","2026-05-12","Patch User","User Management","",""
"","410","Logout with wrong token returns 401","","2026-05-12","passed","2026-05-12","Logout","Authentication","",""
"","2379","Create user with minimal required fields returns 201","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2202","Create user without email returns 400","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2570","Patch user and verify with GET","","2026-05-12","passed","2026-05-12","Patch User","User Management","",""
"","2162","Get user with malformed ID returns 404","","2026-05-12","passed","2026-05-12","Get User","User Management","",""
"","157","Create mailbox with valid domain","","2026-05-12","passed","2026-05-12","Mailbox Create","Mail Service","",""
"","160","Logout non-existent user returns 401","","2026-05-12","passed","2026-05-12","Logout","Authentication","",""
"","2403","Get existing user returns 200 with full data","","2026-05-12","passed","2026-05-12","Get User","User Management","",""
"","2222","Create duplicate user returns 409","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2167","List users with page and per_page params","","2026-05-12","passed","2026-05-12","List Users","User Management","",""
"","157","Create mailbox with uppercase in local_part returns 400","","2026-05-12","passed","2026-05-12","Mailbox Create","Mail Service","",""
"","13184","Login with missing email returns 400","","2026-05-12","passed","2026-05-12","Login","Authentication","",""
"","2400","Delete user without token returns 401","","2026-05-12","passed","2026-05-12","Delete User","User Management","",""
"","611","Get message with fake message ID returns 404","","2026-05-12","passed","2026-05-12","Mail Messages","Mail Service","",""
"","471","Deleted mailbox is not retrievable","","2026-05-12","passed","2026-05-12","Mailbox Delete","Mail Service","",""
"","2240","Create user with duplicate email returns 409","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2470","Partial update email returns 200 with new email","","2026-05-12","passed","2026-05-12","Patch User","User Management","",""
"","2410","Partial update username returns 200","","2026-05-12","passed","2026-05-12","Patch User","User Management","",""
"","2236","Create user without first_name returns 400","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2159","Get user with malformed ID returns 404","","2026-05-12","passed","2026-05-12","Get User","User Management","",""
"","2173","GET exists for non-existent user returns 404","","2026-05-12","passed","2026-05-12","User Exists","User Management","",""
"","2227","Create user with valid theme setting","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","319","Get existing mailbox returns 200 with correct data","","2026-05-12","passed","2026-05-12","Mailbox Get","Mail Service","",""
"","672","Logout returns 200 with success message","","2026-05-12","passed","2026-05-12","Logout","Authentication","",""
"","13445","Login with valid credentials returns 200 with token","","2026-05-12","passed","2026-05-12","Login","Authentication","",""
"","2229","Create user with invalid gender value returns 400","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2243","Create user with valid theme setting","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","383","Send message without subject returns 400","","2026-05-12","passed","2026-05-12","Mail Send","Mail Service","",""
"","158","Send message to non-existent mailbox returns 404","","2026-05-12","passed","2026-05-12","Mail Send","Mail Service","",""
"","2382","Patch user with invalid email returns 400","","2026-05-12","passed","2026-05-12","Patch User","User Management","",""
"","13448","Login response includes correct user info","","2026-05-12","passed","2026-05-12","Login","Authentication","",""
"","2162","Create user without password returns 400","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2243","Update non-existent user returns 404","","2026-05-12","passed","2026-05-12","Update User","User Management","",""
"","320","Send message with html_body","","2026-05-12","passed","2026-05-12","Mail Send","Mail Service","",""
"","2404","Delete existing user returns 204","","2026-05-12","passed","2026-05-12","Delete User","User Management","",""
"","313","Get mailbox response has all required fields","","2026-05-12","passed","2026-05-12","Mailbox Get","Mail Service","",""
"","401","Logout without token returns 401","","2026-05-12","passed","2026-05-12","Logout","Authentication","",""
"","321","Delete existing mailbox returns 204","","2026-05-12","passed","2026-05-12","Mailbox Delete","Mail Service","",""
"","156","Create mailbox with valid domain","","2026-05-12","passed","2026-05-12","Mailbox Create","Mail Service","",""
"","13467","Login with wrong password returns 401","","2026-05-12","passed","2026-05-12","Login","Authentication","",""
"","2229","Create user with valid gender enum value","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","2401","Patch response does not include access_token","","2026-05-12","passed","2026-05-12","Patch User","User Management","",""
"","2241","Create user with invalid email returns 400","","2026-05-12","passed","2026-05-12","Create User","User Management","",""
"","701","Get message with wrong mailbox token returns 404","","2026-05-12","passed","2026-05-12","Mail Messages","Mail Service","",""
"","2561","Create, delete, confirm HEAD returns 404","","2026-05-12","passed","2026-05-12","Delete User","User Management","",""
"","2386","Update user with wrong token returns 401","","2026-05-12","passed","2026-05-12","Update User","User Management","",""
